studyid,fechaa1,r_a1,fechaa2,r_a2,fechaa3,r_a3,fechab1,r_b1,fechab2,r_b2,fechab3,r_b3,fechac1,r_c1,fechac2,r_c2,fechac3,r_c3,fechad1,r_d1,fechad2,r_d2,fechad3,r_d3,fechae1,r_e1,fechae2,r_e2,fechae3,r_e3,fechaf1,r_f1,fechaf2,r_f2,fechaf3,r_f3,fechag1,r_g1,fechag2,r_g2,fechag3,r_g3,fechah1,r_h1,fechah2,r_h2,fechah3,r_h3,fechai1,r_i1,fechai2,r_i2,fechai3,r_i3,fechaj1,r_j1,fechaj2,r_j2,fechaj3,r_j3,fechak1,r_k1,fechak2,r_k2,fechak3,r_k3,ms_a,h_ini,m_ini,p1,p2,p3_1,p3_2,p4a,p4b,p5a,p5b,p6,p7,p8a,p8b,p9a,p9b,p9c,p10a,p10b,p11,p12_1,p12_2,p12_3,p13_a,p13_b,p14,p15,p16,p17,p18,p19,p20,p21_a,p21_b,p22,p23,p24,p25,p26,p27_a,p27_b,p28,p29,p30_a,p30_b,p31_a,p31_b,p32,p33_1,p33_2,p33_3,p34_1,p34_2,p34_3,p35_a,p35_b,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,h_ter,m_ter,min,weight,rp1,d1lc394,rp67,rp3_1,encue,sup,edo,muni,ageb,nreg,nciudad,cd,loca,date1,cases,total,muni_r
97,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,13,54,4,3,2,1,2,2,8,1,32,2,1,1,2,2,2,4,4,1,8,8,8,7,7,1,1,1,1,2,2,2,8,8,2,2,1,2,2,4,4,2,7,9,9,8,9,1,1,1,2,1,1,1,42,11,1,3,2,7,1,3,2,3,2,2,1,1,4,1,1,3,1,3,2,7,1,1,2,1,2,2,7,7,1,1,1,2,14,24,30,.87,4,3,2,1,1022,12,5,30,011-0,1,4,5,14,11200,1,1,530
98,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,28,5,3,3,1,2,2,2,2,20,1,2,2,1,1,1,4,4,2,3,1,2,7,7,3,1,1,1,2,1,2,2,1,1,4,1,2,1,1,4,2,7,18,9,15,20,1,1,1,1,1,1,1,29,9,2,2,2,7,1,1,3,3,1,3,1,1,11,1,2,7,7,7,1,1,1,2,2,2,2,1,1,5,7,1,1,2,14,59,31,.87,4,3,2,2,1022,12,5,30,011-0,1,4,5,14,11200,1,1,530
99,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,5,5,2,2,2,2,1,2,2,11,1,1,1,1,1,2,4,4,2,1,1,1,7,7,1,3,1,1,2,1,1,3,1,1,2,1,2,2,4,4,2,7,84,9,75,9,4,1,1,2,1,2,1,28,9,6,1,2,7,1,3,2,4,1,3,1,1,2,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,1,1,2,15,35,30,.87,4,2,2,1,1022,12,5,30,011-0,1,4,5,14,11200,1,1,530
100,11200,4, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,50,4,4,2,2,2,2,2,2,38,1,2,2,2,2,2,2,4,2,2,2,2,7,7,1,1,1,1,2,1,1,2,1,3,2,1,3,1,3,3,4,50,31,11,61,27,3,1,1,2,1,1,1,35,9,2,1,2,7,1,3,3,8,1,3,1,1,4,2,2,7,7,7,1,1,1,1,2,5,1,1,3,5,7,1,1,3,16,23,33,1.2,4,4,2,1,1022,12,5,30,011-0,1,4,5,14,11200,1,1,530
101,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,9,49,3,4,2,9,2,8,2,1,38,1,2,2,1,1,2,4,3,1,1,1,3,8,9,3,2,1,1,2,1,1,1,1,3,2,2,2,1,4,4,3,12,59,25,33,9,3,1,1,1,1,1,1,12,9,6,3,1,1,2,3,3,2,1,1,1,1,1,1,2,7,7,7,2,7,2,7,7,5,1,1,4,3,7,1,1,3,10,11,22,.74,3,4,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
102,11200,5, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,10,21,3,2,3,9,2,2,3,2,12,1,2,2,1,1,2,4,2,2,3,1,3,32,9,2,2,2,7,7,1,2,2,2,2,2,2,2,2,4,4,3,13,18,9,12,9,2,1,2,2,1,2,2,8,9,5,1,2,7,2,2,4,4,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,3,10,48,27,.82,3,2,2,2,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
103,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,10,52,3,3,2,9,2,2,2,2,11,1,4,1,1,2,1,4,1,3,2,1,2,7,7,2,1,1,2,7,1,1,2,2,2,2,1,2,2,4,4,3,13,47,66,11,9,1,1,1,1,1,1,2,11,9,2,1,2,7,2,4,4,4,2,4,1,1,1,2,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,1,1,4,11,17,25,.74,3,3,3,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
104,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,30,3,4,2,2,3,2,2,2,11,1,2,1,1,1,2,4,1,1,2,1,1,7,7,2,1,1,1,2,1,2,3,1,3,2,1,2,1,4,4,3,13,18,53,11,33,2,1,1,2,1,1,1,29,16,1,4,2,7,2,4,2,2,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,9,2,1,1,5,7,1,1,3,11,57,27,.82,3,4,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
105,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,12,0,1,4,1,2,1,1,2,2,38,1,3,1,2,2,2,4,4,1,2,2,2,7,7,3,2,1,1,2,2,1,2,2,2,2,1,2,1,4,4,3,13,40,9,12,46,1,1,1,1,1,1,1,28,9,5,1,1,2,2,2,3,2,1,2,1,1,1,2,2,7,7,7,1,2,2,7,7,2,1,1,3,5,7,1,1,3,12,30,30,1.94,1,4,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
106,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,15,3,4,2,2,2,2,1,1,11,1,3,1,2,2,2,3,1,3,3,1,3,9,9,4,1,1,1,4,1,2,4,1,2,2,2,2,1,1,1,4,50,53,47,12,9,1,1,1,1,1,1,1,48,36,2,2,2,7,2,2,4,1,1,4,1,1,3,1,1,3,1,1,1,1,1,1,1,5,2,1,1,2,7,1,1,2,14,35,20,.82,3,4,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
107,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,55,1,3,2,9,2,2,2,2,39,2,2,2,1,1,2,4,2,2,2,2,2,7,7,2,8,1,1,2,2,2,4,1,2,2,1,2,1,4,4,3,12,84,9,46,20,3,1,2,1,1,1,1,28,9,2,1,2,7,1,1,2,2,1,4,1,1,5,1,2,7,7,7,2,7,2,7,7,1,1,1,5,3,7,1,1,4,15,20,25,1.94,1,3,3,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
108,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,25,2,2,2,8,2,2,2,2,59,2,8,8,8,8,8,4,4,2,8,8,8,7,7,3,8,2,7,7,3,2,4,3,3,2,1,4,1,4,4,8,7,84,9,12,9,3,8,8,2,1,1,1,11,9,5,1,2,7,1,3,3,4,1,3,1,1,7,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,3,15,56,31,1.03,2,2,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
109,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,0,2,4,2,2,2,1,2,2,11,3,2,2,2,2,2,4,4,2,2,2,2,7,7,3,2,1,1,2,1,2,2,1,1,3,1,2,1,2,2,4,50,59,47,54,20,1,2,1,2,1,1,1,35,9,1,3,2,7,1,4,4,4,1,2,1,1,11,2,1,3,2,1,1,2,1,2,7,1,2,1,3,2,7,2,1,2,16,25,25,1.03,2,4,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
110,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,30,5,2,2,8,2,8,8,2,20,1,8,8,8,1,2,2,4,4,8,8,8,7,7,3,4,2,7,7,2,8,8,1,8,7,2,3,1,4,4,4,50,11,9,81,9,1,1,1,2,1,1,1,8,9,9,2,1,2,4,2,3,4,8,4,1,1,11,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,3,16,58,28,.83,4,2,2,1,1053,12,5,30,238-6,1,4,5,14,11200,1,1,530
111,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,35,2,3,1,2,2,2,2,2,46,2,2,2,2,2,1,8,1,4,4,3,3,26,9,1,1,2,7,7,2,2,3,1,1,2,1,2,2,4,4,3,13,12,72,81,9,1,1,1,2,1,1,1,36,29,2,2,2,7,1,2,2,8,1,4,1,1,11,2,2,7,7,7,2,7,1,2,7,5,2,1,4,3,7,1,1,3,17,59,24,1.02,2,3,2,1,1053,12,5,30,029-0,1,4,5,14,11200,1,1,530
112,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,1,3,4,1,1,2,2,2,2,20,1,1,2,2,2,2,4,4,3,8,1,4,11,17,1,2,1,1,3,1,1,3,1,3,3,2,3,1,4,4,3,12,47,46,53,47,2,2,1,2,1,2,8,16,28,2,4,2,7,2,2,2,8,1,3,1,1,1,1,2,7,7,7,1,2,1,2,7,5,1,1,3,2,7,1,1,3,18,28,27,.73,3,4,2,1,1053,12,5,30,029-0,1,4,5,14,11200,1,1,530
113,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,33,1,4,2,2,1,3,2,2,39,2,4,1,1,8,2,4,4,3,2,2,2,7,7,2,2,1,1,2,2,1,3,1,4,7,1,1,1,2,1,3,13,59,31,12,9,2,1,1,1,1,1,1,8,9,3,1,1,2,2,3,3,2,2,1,1,1,1,2,2,7,7,7,2,7,2,7,7,2,2,2,7,7,2,1,13,2,18,57,24,1.64,1,4,2,1,1053,12,5,30,029-0,1,4,5,14,11200,1,1,530
114,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,0,3,4,2,2,2,2,2,2,12,2,1,1,2,2,2,4,4,3,8,8,8,7,7,2,1,1,1,1,2,2,2,2,4,7,1,3,1,4,4,2,7,60,9,20,9,1,1,1,2,1,1,1,36,9,3,3,2,7,1,1,1,4,2,4,1,1,11,2,2,7,7,7,2,7,1,2,7,1,1,1,4,4,7,1,1,3,19,28,28,.73,3,4,2,1,1053,12,5,30,029-0,1,4,5,14,11200,1,1,530
115,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,34,4,4,2,2,2,2,2,2,11,2,1,1,2,2,2,4,4,3,5,2,3,11,32,1,1,1,2,7,3,2,4,2,1,3,1,3,1,2,2,4,50,31,18,53,9,3,2,1,2,1,2,2,11,9,1,4,2,7,1,2,4,2,2,3,1,1,7,2,2,7,7,7,1,1,1,1,2,1,1,1,3,5,7,1,1,2,20,1,27,1.13,4,4,2,1,1053,12,5,30,029-0,1,4,5,14,11200,1,1,530
116,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,37,1,3,2,1,2,2,2,2,11,1,2,2,2,2,2,4,4,1,2,2,2,7,7,4,1,1,2,7,1,2,3,1,3,3,1,2,1,4,4,2,7,40,59,53,9,3,1,2,2,1,1,1,36,9,2,2,2,7,2,3,4,4,1,3,1,1,11,1,1,3,2,3,2,7,1,1,1,1,1,2,7,7,2,1,1,2,18,10,33,1.92,1,3,2,1,1022,12,5,30,029-0,1,4,5,14,11200,1,1,530
117,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,18,14,2,2,3,2,2,2,3,3,12,2,1,1,2,8,2,2,2,1,8,2,5,7,7,3,1,2,7,7,1,2,3,2,4,7,3,3,2,4,4,3,11,84,9,14,9,4,2,1,2,2,2,2,29,9,3,1,1,2,3,3,3,4,2,3,1,1,3,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,4,18,43,29,1.02,2,2,3,2,1022,12,5,30,029-0,1,4,5,14,11200,1,1,530
118,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,50,2,4,2,2,2,2,2,2,46,1,2,1,2,2,2,4,4,2,3,2,2,7,7,3,2,1,2,7,3,2,2,1,2,3,1,3,3,2,2,3,12,18,31,33,61,2,2,1,2,1,1,2,16,29,2,3,2,7,1,3,3,4,1,2,1,1,4,2,2,7,7,7,1,1,2,7,2,1,1,1,3,5,7,1,1,4,19,22,32,1.59,2,4,3,1,1022,12,5,30,029-0,1,4,5,14,11200,1,1,530
119,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,19,26,3,3,2,3,3,2,2,2,46,1,1,1,2,2,2,4,4,3,2,3,2,7,7,2,1,1,2,7,1,2,3,3,4,7,1,3,1,4,4,3,11,73,40,20,27,2,1,1,2,1,1,2,16,9,4,1,2,7,1,4,2,4,1,2,1,1,2,1,2,7,7,7,2,7,2,7,7,5,1,1,4,5,7,1,1,4,19,56,30,.73,3,3,3,1,1022,12,5,30,029-0,1,4,5,14,11200,1,1,530
120,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,0,5,3,8,8,1,1,2,2,9,2,2,3,2,2,2,2,4,1,3,2,2,7,7,1,1,1,1,8,1,1,3,1,1,1,1,3,1,4,4,3,13,72,9,12,9,3,1,1,2,1,1,1,35,48,1,1,2,7,4,4,3,4,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,3,4,20,32,32,.83,4,3,3,8,1022,12,5,30,029-0,1,4,5,14,11200,1,1,530
411,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,19,4,2,4,2,1,3,1,2,2,11,1,2,2,2,2,2,1,1,2,2,2,2,7,7,2,2,1,1,2,3,2,3,1,2,2,1,2,1,1,1,3,12,53,78,46,53,2,1,2,2,2,2,1,11,48,1,3,2,7,1,1,3,3,1,2,1,1,1,1,2,7,7,7,1,1,1,1,2,2,2,1,5,4,7,1,1,3,19,26,22,.8,2,4,2,1,1080,15,24,28,051-A,3,4,6,11,41200,1,1,2428
412,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,19,27,1,3,1,1,1,1,1,1,45,2,1,3,1,1,1,2,5,1,1,1,2,7,7,2,1,1,2,7,1,2,1,1,1,2,2,3,1,3,3,5,7,19,53,20,9,3,1,1,2,1,1,1,28,9,3,1,2,7,2,1,2,3,2,3,2,1,3,1,1,2,4,2,1,2,2,7,7,1,1,1,3,5,7,1,1,2,19,48,21,2.14,1,3,2,1,1080,15,24,28,051-A,3,4,6,11,41200,1,1,2428
413,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,19,49,5,2,2,2,1,1,2,1,11,2,3,2,1,1,2,4,5,2,1,1,1,7,7,1,2,2,7,7,2,2,3,1,2,2,2,2,1,4,4,3,14,12,18,62,68,3,1,2,2,1,2,1,16,11,3,4,2,7,3,3,3,3,2,1,1,1,2,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,3,20,9,20,.73,4,2,2,1,1080,15,24,28,051-A,3,4,6,11,41200,1,1,2428
414,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,20,16,3,4,3,1,3,1,1,3,12,3,3,2,1,1,2,2,5,2,1,1,2,7,7,2,2,2,7,7,1,2,3,1,3,1,1,3,1,4,4,3,12,78,47,61,9,3,1,2,2,1,1,2,48,35,2,1,2,7,2,3,3,4,2,3,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,3,1,1,3,20,39,23,.96,3,4,2,2,1080,15,24,28,051-A,3,4,6,11,41200,1,1,2428
415,41200,5, ,0, ,0,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,43,5,4,2,2,1,2,1,2,11,1,1,3,2,1,2,1,2,2,2,1,2,7,7,4,1,1,2,7,3,2,3,2,2,2,1,2,1,4,4,4,52,32,19,20,9,4,1,1,2,1,1,1,9,9,2,2,2,7,2,3,3,3,1,3,2,1,4,1,2,7,7,7,1,2,1,2,7,2,1,1,3,2,7,1,1,2,21,5,22,.9,4,4,2,1,1080,15,24,28,051-A,3,4,6,11,41200,1,1,2428
416,41200,5, ,0, ,0,41200,5, ,0, ,0,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,10,4,4,2,1,2,2,2,2,11,1,1,3,2,2,2,4,1,1,2,1,2,7,7,2,2,1,2,7,3,2,2,1,2,2,1,2,1,4,4,4,50,40,38,20,12,2,1,2,2,1,1,2,28,9,2,2,2,7,1,1,3,4,1,3,1,1,1,1,1,3,2,4,2,7,1,1,2,1,2,2,7,7,1,1,1,1,19,31,21,.73,4,4,1,1,1075,15,24,28,051-A,3,4,6,11,41200,1,1,2428
417,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,36,1,4,2,2,2,2,2,2,12,2,1,2,1,1,1,1,5,2,1,2,2,7,7,1,2,1,1,2,1,2,2,1,1,1,2,1,1,4,4,2,7,31,9,33,15,2,1,2,2,1,2,2,35,16,1,1,2,7,1,1,2,3,1,2,1,1,1,1,2,7,7,7,2,7,1,1,2,5,1,2,7,7,2,1,1,2,20,2,26,2.14,1,4,2,1,1075,15,24,28,051-A,3,4,6,11,41200,1,1,2428
418,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,5,1,4,2,2,2,1,2,2,38,2,1,2,1,1,2,1,5,2,2,2,2,7,7,2,1,1,1,2,3,1,2,1,2,1,2,2,1,4,4,1,7,53,38,12,9,2,1,2,1,1,2,2,28,16,1,2,2,7,1,1,4,3,1,2,1,1,2,1,2,7,7,7,1,1,1,1,2,2,1,1,3,5,7,1,1,1,20,27,22,2.14,1,4,1,1,1075,15,24,28,051-A,3,4,6,11,41200,1,1,2428
419,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,30,1,4,2,2,2,3,2,2,20,1,1,3,2,1,2,4,5,2,2,1,3,26,9,1,1,1,1,2,2,1,2,1,1,2,2,2,2,4,4,5,7,39,31,61,9,2,1,2,2,1,2,1,29,35,2,2,2,7,1,1,3,3,2,3,2,1,3,1,2,7,7,7,1,1,1,1,2,1,2,1,1,5,7,1,1,1,20,59,29,1.54,1,4,1,1,1075,15,24,28,051-A,3,4,6,11,41200,1,1,2428
420,41200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,53,2,4,2,1,2,1,2,2,20,2,2,3,2,2,1,4,4,3,2,2,3,32,9,3,3,1,2,7,1,2,4,3,3,3,1,2,1,4,4,2,7,38,9,46,68,2,1,1,2,1,2,2,12,9,2,2,2,7,1,1,2,3,2,2,1,1,1,2,2,7,7,7,1,2,1,1,2,1,1,1,3,2,7,1,1,1,21,19,26,.9,2,4,1,1,1075,15,24,28,051-A,3,4,6,11,41200,1,1,2428
1081,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,14,35,1,3,2,2,1,1,2,3,9,1,1,3,2,2,2,4,4,4,2,3,1,7,7,3,2,1,2,7,3,2,4,1,1,2,1,2,3,4,4,3,11,54,12,33,67,4,1,1,2,1,2,1,9,9,2,2,2,7,1,3,3,4,2,3,1,1,1,1,1,5,2,1,1,1,2,7,1,1,2,2,7,7,2,1,1,3,15,1,26,1.54,1,3,2,1,2002,7,2,1,600-6,2,4,2,42,21200,1,1,201
1082,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,6,5,1,1,1,2,2,2,2,9,2,1,8,2,2,1,4,4,2,2,1,1,7,7,1,2,2,7,7,3,1,3,1,2,1,2,2,3,4,4,3,11,66,9,11,9,1,1,1,1,1,1,1,9,9,2,1,1,1,2,3,1,2,1,2,1,1,4,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,3,1,1,4,15,27,21,.61,4,2,3,1,2002,7,2,1,600-6,2,4,2,42,21200,1,1,201
